,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,text
67,Fri Jun 18 18:01:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Covid live: Delta variant becoming globally dominant, WHO says as expert calls Africa’s case trajectory ‘very, very… https://t.co/KDl4k2tZVR",0.196590909,0.4125,en,0,,1_Henriques,93,626,FALSE,,,,covid live  delta variant becoming globally dominant  who says as expert calls africa s case trajectory  very  very   
68,Fri Jun 18 18:01:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @QuizzicalGirl: Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading di…",0.225,0.666666667,en,12,7,iche_me,13303,12983,,,,"North Carolina, USA",please do your research first if you read or see something about vaccines or  covid19 that sounds unusual   spreading di 
69,Fri Jun 18 18:01:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @DrEricDing: 13) Similar #DeltaVariant worries from a 🇨🇦 hospital— ➡️Outbreak even w/ 2 dose of mRNA vaccines—16 patients &amp; 6 HCWS #Delt…,0,0.4,en,167,68,ONESUKIJ,84,88,,,,"Zermatt, Switzerland",13  similar  deltavariant worries from a    hospital    outbreak even w  2 dose of mrna vaccines 16 patients  amp  6 hcws  delt 
70,Fri Jun 18 18:01:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CityAM: AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies 

The EU has lost its case a…",-0.3,0.6,en,5,5,Alleninvest,2242,4999,,,,London,astrazeneca claims victory over eu in vaccine deliveries case  but will be fined for late supplies   the eu has lost its case a 
71,Fri Jun 18 18:01:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DailySabah: Israel to lend Palestine 1 million doses of soon-to-expire #COVID19 vaccines
https://t.co/Q11BdYZ7uu",0,0,en,5,6,Wendyisenhart,367,2518,FALSE,,,Bellingham,israel to lend palestine 1 million doses of soon to expire  covid19 vaccines  
72,Fri Jun 18 18:01:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,-0.1625,0.2375,en,55,30,arnaldo45172700,2045,3216,,,,"La Habana, Cuba",biocubafarma says phase 3 clinical trial results for  cuban  covid19  vaccines are due out in a few days  soberana02  with 
73,Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1223,7,… https://t.co/alad9mxxru",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411038   bsm deenanath hosp pvt pmc vaccines  covishield  min age limit   18 45   dose1 capacity  1223 7    
74,Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 673,30… https://t.co/netNNYNpdG",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411004   bmcc deenanath hospital pvt vaccines  covishield  min age limit   18 45   dose1 capacity  673 30   
75,Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411030] 
Poona Hospital PMC P
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 24,
Dose2 Capaci… https://t.co/bnjWenhOao",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411030   poona hospital pmc p vaccines  covishield  min age limit   18   dose1 capacity  24  dose2 capaci   
76,Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/iiQU2sHwQE",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411027   district hospital aundh vaccines  covaxin  min age limit   18 45   dose1 capacity  0  dose2 capa   
77,Fri Jun 18 18:02:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @themojostory: As per reports, #Israel Prime Minister (#PM) #NaftaliBennett said that Israel will provide million #Covid19 #vaccine dose…",0,0,en,5,1,rabiiik527,468,381,,,,,as per reports   israel prime minister   pm   naftalibennett said that israel will provide million  covid19  vaccine dose 
78,Fri Jun 18 18:02:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/ofDKjzuAOf,0.5,0.9,en,0,,HealthZA,304613,1373,FALSE,,,South Africa,18 june 2022 latest number of  covid19 statistics in south africa  coronavirussa                               
79,Fri Jun 18 18:02:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KalainH: As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of a…",-0.4,0.6,en,49,19,MrGeepGeep,267,357,,,,Purgatory,as of june 17th  t amp t has administered 201 313 doses of a who approved  covid19 vaccine  the country has approximately 56  of a 
80,Fri Jun 18 18:02:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TelGlobalHealth: ""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases shou…",0,0,en,264,239,carissa_moore,125,207,,,,, africa is in the midst of a full blown third wave     said   the sobering trajectory of surging cases shou 
81,Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Billius27: Precisely. Time to stop compromising health safety. https://t.co/PlZUnpcz9p,0.4,0.8,en,39,6,SandyHi2244,350,612,FALSE,,,,precisely  time to stop compromising health safety   
82,Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…",0.644444444,0.911111111,en,693,223,ReadingCEP,167,758,,,,"Fresno, CA",i m pleased to welcome the  wecandothis bus to atlanta today  remember  there are 3 easy ways to find a  covid19 vaccine n 
83,Fri Jun 18 18:02:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @itranslate123: @AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous…",0,0,en,9,11,cfx82073592,401,2200,,,,Time Lord,  will aipac tell the world that israel has sold expired vaccines to palestinians  which could have been disastrous 
84,Fri Jun 18 18:02:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GovernmentZA: [Watch] How do vaccines work in our bodies, and how do they protect us? #COVID19 #VaccinateToSaveSouthAfrica https://t.co…",-0.75,1,en,6,6,herohatta,129,2220,,,,, watch  how do vaccines work in our bodies  and how do they protect us   covid19  vaccinatetosavesouthafrica  
85,Fri Jun 18 18:02:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HealthZA: 18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/of…,0.5,0.9,en,1,1,LeanneWilkinsSA,28,102,,,,,18 june 2022 latest number of  covid19 statistics in south africa  coronavirussa                               
86,Fri Jun 18 18:02:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NathanStall: 👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitu…",0.4,0.8,en,179,36,ElXe_GaX7,252,235,,,,Canada 🇨🇦- Xenaverse - ,      people are free to believe that  covid19 is a hoax  and to argue that vaccines are a plot   but there is no constitu 
87,Fri Jun 18 18:02:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some question… https://t.co/Zk5HOg85IU",0,0,en,0,,joannachiu,48404,10696,FALSE,,,"Vancouver, British Columbia", can i be fired if i don t get vaccinated      can i ask my employee to get vaccinated     these were some question   
88,Fri Jun 18 18:02:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Vaccines4Nepal #COVID19 #VaccinEquity Please 🙏
Nepal in desperate need of COVID-19 vaccines, health official warns… https://t.co/uVmGcCRfJu",-0.6,1,en,0,,MajDowney,38,93,FALSE,,,, vaccines4nepal  covid19  vaccinequity please   nepal in desperate need of covid 19 vaccines  health official warns   
89,Fri Jun 18 18:02:48 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @AmitAryaMD: List of vaccines which don't work against #COVID19 variants after 2 doses:

1.
2.
3. 
4. 

Please...go and get vaccinated! 💉",0,0,en,352,97,LoisRobb1,1151,1140,,,,"Calgary, Alberta Canada",list of vaccines which don t work against  covid19 variants after 2 doses   1  2  3   4    please   go and get vaccinated   
90,Fri Jun 18 18:02:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",COVID-19 vaccines have been deemed safe for #IBD patients according to a recent study by @IBDCedarsSinai published… https://t.co/e1AyVr15gw,0.25,0.375,en,0,,myamphealth,371,193,FALSE,,,"London, England",covid 19 vaccines have been deemed safe for  ibd patients according to a recent study by   published   
91,Fri Jun 18 18:02:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Winnie_Byanyima: We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our…",0,0,en,859,487,ohhDee__,621,723,,,,"Miami, FL",we are dying  ugandans need the world to stand with them  we need oxygen  ppes   covid19 vaccines and money to pay our 
92,Fri Jun 18 18:02:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TelGlobalHealth: ""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases shou…",0,0,en,264,240,demikode99,118,420,,,,, africa is in the midst of a full blown third wave     said   the sobering trajectory of surging cases shou 
93,Fri Jun 18 18:02:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.133333333,0.455555556,en,219,98,FSzesnat,256,564,,,,Suffolk,dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate re 
94,Fri Jun 18 18:03:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…",0.644444444,0.911111111,en,694,224,Bonnie_bear4,64,406,,,,"Salt Lake City, UT",i m pleased to welcome the  wecandothis bus to atlanta today  remember  there are 3 easy ways to find a  covid19 vaccine n 
95,Fri Jun 18 18:03:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @N_RamchanderRao: Covid19 vaccines reach the remotest places of Jammu &amp; Kashmir's Gujjars, Bakarwals community. 

Healthcare staff, @BJP…",0,0,en,70,49,Anuradh19217430,559,772,,,,India,covid19 vaccines reach the remotest places of jammu  amp  kashmir s gujjars  bakarwals community    healthcare staff    
96,Fri Jun 18 18:03:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @balange4: #Healthcare systems nationwide are taking action to be more diverse, inclusive and #equitable - However!

Employee vaccinatio…",0.3625,0.3,en,0,1,ConservativeMo3,261,708,,,,"Indianapolis, IN", healthcare systems nationwide are taking action to be more diverse  inclusive and  equitable   however   employee vaccinatio 
97,Fri Jun 18 18:03:25 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @QuizzicalGirl: Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading di…",0.225,0.666666667,en,12,8,tizzywoman,42704,26651,,,,Geeks Persist Headquarters ,please do your research first if you read or see something about vaccines or  covid19 that sounds unusual   spreading di 
98,Fri Jun 18 18:03:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @RGrosjean: Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccin…,0.375,0.75,en,390,21,Alreidy,2949,1339,,,,"Seattle, WA",excited to be racing at   this weekend  come on another drive with me to  vaccinequity  amp   gogiveone to get vaccin 
99,Fri Jun 18 18:03:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GHS: ""In Africa, #COVID19 cases have increased by 52% just in the past week &amp; deaths have increased by 32%. 

We expect things to only…",-0.25,0.25,en,27,27,pjotrowicz,6353,2978,,,,Jestem nomadą, in africa   covid19 cases have increased by 52  just in the past week  amp  deaths have increased by 32     we expect things to only 
100,Fri Jun 18 18:03:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @itranslate123: @AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous…",0,0,en,9,12,Dima__Abisaab,128,172,,,,"New York, NY",  will aipac tell the world that israel has sold expired vaccines to palestinians  which could have been disastrous 
101,Fri Jun 18 18:03:34 +0000 2021,"<a href=""http://www.tweetings.net"" rel=""nofollow"">Tweetings for Android</a>","RT @arstechnica: So far, US citizens have had the choice of RNA-based vaccines. The Novavax vaccine uses an entirely different technology.…",0.05,0.8,en,13,10,deancorda,354,854,,,,,so far  us citizens have had the choice of rna based vaccines  the novavax vaccine uses an entirely different technology  
102,Fri Jun 18 18:03:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @wef: Study: Most people support sharing vaccines with other countries https://t.co/LrZJO0BFVA #covid19 #vaccines https://t.co/qPbTFhiM0E,0.1875,0.4375,en,33,17,harshpatel510,4587,778,FALSE,,,India,study  most people support sharing vaccines with other countries    covid19  vaccines  
