,created_at,source,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location,clean_text
1682,Fri Jun 18 20:15:30 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,en,,,aneikaangus,1607,283,,,,,nan
1683,Fri Jun 18 20:15:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.5333333333333333,0.6,en,12.0,9.0,KB2803,161,228,,[],[],Republic of Mauritius,next africa as world richest countri eas coronaviru restrict prepar return prepandem life africa grip rapidli escal third wave click stori subscrib weekli newslett httpstcozlr5txzt4
1684,Fri Jun 18 20:15:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3333333333333333,0.3333333333333333,en,328.0,207.0,Skatiq3,77,430,,"[{'text': 'COVID19', 'indices': [19, 27]}]",[],"Rustenburg, South Africa",when receiv covid19 vaccin import know fulli vaccin it instant covid19 vaccin teach immun system recogn fight viru caus covid19 learn httpstcofjmon7wlfo httpstcocr5i9wcfrb
1685,Fri Jun 18 20:15:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.2333333333333333,0.5533333333333333,en,,,blankexistence0,10,210,,,,Unknown,nan
1686,Fri Jun 18 20:16:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,37.0,31.0,ramokgopajl,1267,3982,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],"Johannesburg, South Africa",south africa record 10 510 new coronaviru case bring total 1 796 589 the depart health also report 118 death bring total 58 411 httpstcoipdmndwmpv
1687,Fri Jun 18 20:16:05 +0000 2021,"<a href=""http://www.nepalstream.com"" rel=""nofollow"">twinTweetbolt</a>",0.13333333333333333,0.4555555555555556,en,1.0,1.0,thisweekinnepal,1605,1,,"[{'text': 'COVID19', 'indices': [178, 186]}, {'text': 'Malawi', 'indices': [213, 220]}, {'text': 'Nepal', 'indices': [221, 227]}, {'text': 'TRIPSwaiver', 'indices': [228, 240]}, {'text': 'JoinCTAP', 'indices': [241, 250]}, {'text': 'PeoplesVaccine', 'indices': [251, 266]}]",[],Nepal,anoth countri vaccin yet could much better until rich nation level play field push pharma maxim suppli fairli share dose covid19 done us malawi nepal tripswaiv joinctap peoplesvaccin httpstcoizopp3n572
1688,Fri Jun 18 20:16:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1958333333333333,0.2875,en,1.0,1.0,irerodsa,3225,3205,,,,Costa Rica,nan
1689,Fri Jun 18 20:16:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.10909090909090907,0.3818181818181817,en,72.0,58.0,DwomoaAdu,52,78,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]","[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [137, 149]}]",,africa need million dose amp curb third wave in midst third wave covid19 case africa dr moetitshidi call muchneed covid19 vaccin dose critic time httpstcokudpxpqq22
1690,Fri Jun 18 20:16:55 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0.14444444444444446,0.2,en,,,RobertGehrke,17633,3441,,,,"Salt Lake City, UT",nan
1691,Fri Jun 18 20:16:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.24318181818181814,0.5022727272727273,en,58.0,21.0,angelalambert14,1812,1218,,[],[],Marlborough,ani politician promot lockdown mask mandat amp vaccin solut covid19 full support un agenda 21 come one world govern new world order
1692,Fri Jun 18 20:16:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.13045454545454546,0.3915151515151515,en,148.0,90.0,EizdarMartty,2,49,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],,you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
1693,Fri Jun 18 20:17:01 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.13045454545454546,0.3915151515151515,en,19.0,16.0,StoneColdPillar,14955,16580,,"[{'text': 'covid19', 'indices': [77, 85]}]",[],"California, USA",pleas research first read see someth vaccin covid19 sound unusu spread disinfo mean peopl wont get vaccin fear that lead death america frontlin doctor trust httpstcojy0kgprqr httpstco1yq1er5fcq
1694,Fri Jun 18 20:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.16666666666666666,0.5333333333333333,en,,,PuneUpdater,88,0,,,,,nan
1695,Fri Jun 18 20:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.1410909090909091,0.4716363636363636,en,,,PuneUpdater,88,0,,,,,nan
1696,Fri Jun 18 20:17:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.24318181818181814,0.5022727272727273,en,935.0,524.0,MAbubannks,1344,2707,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]","Kampala, Uganda",we die ugandan need world stand we need oxygen ppe covid19 vaccin money pay overstretch health worker world need oxygen failur kill 30 covid patient mulago httpstcoo1k0iugf6z via dailymonitor
1697,Fri Jun 18 20:17:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.1,0.325,en,47.0,11.0,NashLumu,1401,441,,,,Johannesburg/Pretoria,nan
1698,Fri Jun 18 20:17:14 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">CanNewsBot</a>",0.13333333333333333,0.4555555555555556,en,,,CanNews24,180,448,,,,Canada,nan
1699,Fri Jun 18 20:17:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,0.0,en,2.0,2.0,DPTBPTina,279,1364,,"[{'text': 'COVID19', 'indices': [68, 76]}]",[],"Rhode Island, USA",palestinian author call agreement israel 1 million covid19 vaccin would exchang similar number later year jab set expir httpstcokn3vke3r4a
1700,Fri Jun 18 20:17:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1875,0.2375,en,239.0,99.0,jalvmar,122,369,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",[],,the time deliveri covid19 vaccin crucial i welcom today decis belgian court first instanc order astrazeneca urgent deliv 50 million dose follow 15 million dose 26 juli 20 million 23 august 15 million 27 septemb
1701,Fri Jun 18 20:17:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.1,0.13333333333333333,en,133.0,118.0,CCOWinfo,863,1494,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],England,africa midst full blown third wave the sober trajectori surg case rous everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system httpstcoaiqrgcuk1x
1702,Fri Jun 18 20:17:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1,0.4,en,138.0,37.0,TinyikoHalimani,845,552,,"[{'text': 'Covid19', 'indices': [182, 190]}]",[],,it tell mnangagwa varakashi fallen sarcast insult australian prime minist video clip zimbabw better roll covid19 vaccin how zimbabw better ran paltri vaccin long ago httpstcozflxo5ckxt
1703,Fri Jun 18 20:17:35 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",-0.1,0.13333333333333333,en,389.0,188.0,grobleronline,37,202,,[],[],,dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
1704,Fri Jun 18 20:17:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.2364583333333333,0.3375,en,149.0,91.0,lfasano,258,597,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],San Francisco,you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
1705,Fri Jun 18 20:17:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1875,0.2375,en,22.0,3.0,TinyikoHalimani,845,552,,,,,nan
1706,Fri Jun 18 20:17:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.21428571428571427,0.42857142857142855,en,46.0,16.0,majorBILLYB,2142,500,,"[{'text': 'Uganda', 'indices': [14, 21]}, {'text': 'COVID19', 'indices': [24, 32]}, {'text': 'M7Address', 'indices': [267, 277]}]",[],Secret society,museveni say uganda covid19 vaccin better exist vaccin cover exist variant the ugandan vaccin administ 70 patient 58 far recov vaccin soon hit 120patient threshold m7address
1707,Fri Jun 18 20:17:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.5333333333333333,en,438.0,30.0,mvineburg,695,1481,,"[{'text': 'VaccinEquity', 'indices': [84, 97]}, {'text': 'GoGiveOne', 'indices': [104, 114]}, {'text': 'COVID19', 'indices': [195, 203]}]","[{'screen_name': 'roadamerica', 'name': 'Road America', 'id': 27930155, 'id_str': '27930155', 'indices': [24, 36]}, {'screen_name': 'IndyCar', 'name': 'NTT INDYCAR SERIES', 'id': 21302878, 'id_str': '21302878', 'indices': [228, 236]}, {'screen_name': 'WHOFoundation', 'name': 'WHO Foundation', 'id': 1259956813006622721, 'id_str': '1259956813006622721', 'indices': [237, 251]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [252, 256]}]","Milwaukee, WI",excit race roadamerica weekend come anoth drive vaccinequ amp gogiveon get vaccin everyon everywher let help vaccin world covid19 httpstcorg6zoxlw97 indycar whofound who httpstcohtrvkkvisq
1708,Fri Jun 18 20:18:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.7,0.7625,en,97.0,35.0,JilanInVegas,1143,890,,"[{'text': 'COVID19', 'indices': [95, 103]}, {'text': 'Vaccinated', 'indices': [142, 153]}, {'text': 'Vegas', 'indices': [274, 280]}]",[],"East side of Vegas, NV",vax nevada day the state launch new initi incent nevadan get covid19 vaccin reward whove vaccin 5 million cash colleg tuition avail includ 1 million grand prize info httpstco75zi7prry vega httpstcozq2mz4p1dh
1709,Fri Jun 18 20:18:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.13333333333333333,0.4555555555555556,en,149.0,92.0,Andrew23577805,169,793,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],"West of lost, north of nowhere",you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
1710,Fri Jun 18 20:18:28 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5,0.5,en,14.0,7.0,HeleneLBorgne,987,5001,,"[{'text': 'ERNReCONNET', 'indices': [0, 12]}, {'text': 'SLE', 'indices': [22, 26]}, {'text': 'COVID19', 'indices': [31, 39]}, {'text': 'vaccines', 'indices': [40, 49]}, {'text': 'patientsinvolvement', 'indices': [100, 120]}, {'text': 'bestpractices', 'indices': [121, 135]}, {'text': 'SystemicLupusErythematosus', 'indices': [159, 186]}]",[],"Brussels, Gent, Brest",ernreconnet meet sle covid19 vaccin that reason ern develop patientsinvolv bestpractic peopl live systemiclupuserythematosu httpstcoijluiiioyn
1711,Fri Jun 18 20:18:43 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0.7,0.6000000000000001,en,,,AfricaTimesofN1,264,18,,,,,nan
1712,Fri Jun 18 20:18:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2,0.0,en,,,charuhaasparab,292,3669,,,,,nan
1713,Fri Jun 18 20:18:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.07777777777777778,0.3555555555555556,en,11.0,4.0,MarkLil05744037,417,952,,[],[],,it precis peopl have done research find come light theyv censor doesnt make wrong too much evid cannot ignor unless push wish held liabl
1714,Fri Jun 18 20:18:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.4555555555555556,en,0.0,1.0,ThisIsCANVax,720,614,,,,Canada,nan
1715,Fri Jun 18 20:19:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3958333333333333,0.4916666666666667,en,2.0,3.0,BillieO2,3907,4998,,"[{'text': 'COVID19', 'indices': [68, 76]}]",[],New York,palestinian author call agreement israel 1 million covid19 vaccin would exchang similar number later year jab set expir httpstcokn3vke3r4a
1716,Fri Jun 18 20:19:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.4666666666666666,0.6666666666666666,en,571.0,375.0,sharondolphin7,152,958,,[],[],"The World, in all it's glory.",yet anoth amazingli qualifi courag doctor roger hodkinson speak crazi govern polici respons covid i condens 45 minut the hirewir 6 twitter size edit start overview intervent vaccin httpstco2patfykyuz httpstcowcvq32s9wd
1717,Fri Jun 18 20:19:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0875,0.1375,en,178.0,115.0,GriffinMang,202,277,,,,,nan
1718,Fri Jun 18 20:19:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.16666666666666666,0.18888888888888888,en,86.0,45.0,GLHnetwork,159,364,,"[{'text': 'COVID19', 'indices': [15, 23]}]","[{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}]",Greenwood Mississippi,how know covid19 vaccin safe cdc amp us_fda safeti monitor system make sure everi vaccin safe possibl one system vaer record advers event patient doctor signal potenti safeti issu more httpstcoxse61xdkc httpstcomeregynkpk
1719,Fri Jun 18 20:19:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.25,0.25,en,56.0,18.0,StephenHarveyJ,79,89,,[],[],,covid vaccin healthi young peopl pose ethic question well benefit risk question is risk myocard child worth greater good protect older peopleat risk group alreadi vaccin i cannot accept fair risk children
1720,Fri Jun 18 20:20:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.2777777777777777,0.3555555555555556,en,935.0,525.0,yshakya,803,1875,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]",Toronto,we die ugandan need world stand we need oxygen ppe covid19 vaccin money pay overstretch health worker world need oxygen failur kill 30 covid patient mulago httpstcoo1k0iugf6z via dailymonitor
1721,Fri Jun 18 20:20:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.4666666666666666,0.6666666666666666,en,10.0,6.0,awasim04,77,121,,[],[],"Kolkata, India",thi happen we knew come month scale product it difficult see lack urgenc produc vaccin profit live could save it callou cruel even profound intergener impact
1722,Fri Jun 18 20:20:06 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0.0,0.0,en,,,DmcNewz,5,54,,,,,nan
1723,Fri Jun 18 20:20:06 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0.0,1.0,en,,,Moses62806123,11,136,,,,"Pretoria, South Africa",nan
1724,Fri Jun 18 20:20:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.07857142857142857,0.4357142857142857,en,5.0,3.0,Morris2906,935,423,,[],[],London/Essex boundary England,the judg order deliveri 802m dose 27 sept 2021 to date az suppli 70m dose eu amp substanti exceed 802m dose end june 2021 all measur sought european commiss dismiss httpstcojo8ux64kco
1725,Fri Jun 18 20:20:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.1,0.13333333333333333,en,150.0,93.0,unoankh,3008,4577,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],EARTH ,you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
1726,Fri Jun 18 20:20:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.16666666666666666,0.18888888888888888,en,,,golfball71,2,76,,,,,nan
1727,Fri Jun 18 20:20:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.4666666666666666,0.6666666666666666,en,4.0,2.0,ShelterBoxNZ,821,1404,,"[{'text': 'covid19', 'indices': [84, 92]}, {'text': 'Africa', 'indices': [94, 101]}, {'text': 'G7', 'indices': [135, 138]}, {'text': 'vaccines', 'indices': [200, 209]}]",[],Dunedin - New Zealand,famili displac home even less protect covid19 africa brink third wave g7 leader must follow promis donat 1bn vaccin immedi httpstcocaurhkxxu3
1728,Fri Jun 18 20:20:21 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",0.24318181818181814,0.5022727272727273,en,4.0,3.0,viralvideovlogs,6857,4582,,"[{'text': 'covid19', 'indices': [84, 92]}, {'text': 'Africa', 'indices': [94, 101]}, {'text': 'G7', 'indices': [135, 138]}, {'text': 'vaccines', 'indices': [200, 209]}]",[],കേരളം,famili displac home even less protect covid19 africa brink third wave g7 leader must follow promis donat 1bn vaccin immedi httpstcocaurhkxxu3
1729,Fri Jun 18 20:20:26 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0.13333333333333333,0.4555555555555556,en,0.0,1.0,BBCScrumV,134098,855,,[],[],Wales,exbritish irish lion captain sam warburton say lack test match play south africa coronaviru pandem give tourist edg summer httpstco9ifhwdcqb8 httpstcogclvwl26wo
1730,Fri Jun 18 20:20:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.1625,0.2375,en,391.0,190.0,NorthSeaMermaid,763,1278,,[],[],London,dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa httpstcosogiroihoc
1731,Fri Jun 18 20:20:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.033333333333333326,0.6333333333333333,en,,,TheWorldExplor3,8,293,,,,,nan
1732,Fri Jun 18 20:20:47 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",-0.125,0.375,en,193.0,111.0,DianeFirestoker,369,1189,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [224, 236]}]",,the greatest polit failur gener million die germani uk want preserv patent vaccin develop 97 fund taxpay even az make profit africa moetitshidi
1733,Fri Jun 18 20:20:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.2777777777777777,0.3555555555555556,en,,,cipibel,1730,954,,,,Belgium,nan
1734,Fri Jun 18 20:21:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.08611111111111111,0.19722222222222224,en,2.0,2.0,ossfy03,402,1717,,,,"Klerksdorp, South Africa",nan
1735,Fri Jun 18 20:21:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.4666666666666666,0.6666666666666666,en,,,YourWorldEvent1,22,1216,,,,Germany,nan
1736,Fri Jun 18 20:21:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,0.0,en,,,mturg1989,454,2011,,,,"Winnipeg, Manitoba",nan
1737,Fri Jun 18 20:21:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1,0.4,en,5.0,4.0,JimBobReturns,2614,4838,,"[{'text': 'covid19', 'indices': [84, 92]}, {'text': 'Africa', 'indices': [94, 101]}, {'text': 'G7', 'indices': [135, 138]}, {'text': 'vaccines', 'indices': [200, 209]}]",[],,famili displac home even less protect covid19 africa brink third wave g7 leader must follow promis donat 1bn vaccin immedi httpstcocaurhkxxu3
1738,Fri Jun 18 20:21:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3,0.7222222222222222,en,1.0,1.0,RahbeeMolefe,2331,2015,,,,Krugersdorp/Sandton,nan
1739,Fri Jun 18 20:21:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.08611111111111111,0.19722222222222224,en,17.0,3.0,maryfbex,51,1072,,"[{'text': 'DeltaVarient', 'indices': [101, 114]}]",[],,bewar fals prophet profit pandem dr eric feigld say 1 kid deltavari hospit uk yet latest uk bmj journal refut say the number children hospit covid remain low june 13th httpstco0ex5bdunvo
1740,Fri Jun 18 20:21:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.4375,0.2833333333333333,en,571.0,376.0,deRbYdaStuntMaN,896,867,,[],[],Earth,yet anoth amazingli qualifi courag doctor roger hodkinson speak crazi govern polici respons covid i condens 45 minut the hirewir 6 twitter size edit start overview intervent vaccin httpstco2patfykyuz httpstcowcvq32s9wd
1741,Fri Jun 18 20:21:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.125,0.325,en,39.0,32.0,Pandy_Ru,4077,775,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],South Africa,south africa record 10 510 new coronaviru case bring total 1 796 589 the depart health also report 118 death bring total 58 411 httpstcoipdmndwmpv
1742,Fri Jun 18 20:21:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.09375,0.28125,en,794.0,449.0,JohnMarcmail,3033,4996,,[],[],UK,big news up 25800 may kill covid vaccin i bet lower bound number kill safe effect vaccin whi isnt anyon cdc fda warn american public danger meantimehttpstco105gldeamq
1743,Fri Jun 18 20:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.16666666666666666,0.18888888888888888,en,,,PuneUpdater,88,0,,,,,nan
1744,Fri Jun 18 20:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",-0.3909090909090909,0.6886363636363637,en,,,PuneUpdater,88,0,,,,,nan
1745,Fri Jun 18 20:22:14 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.13333333333333333,0.4555555555555556,en,17.0,9.0,theresaboyle,22394,3673,,"[{'text': 'vaccines', 'indices': [174, 183]}, {'text': 'COVID19', 'indices': [227, 235]}]","[{'screen_name': 'TorontoStar', 'name': 'Toronto Star', 'id': 12848262, 'id_str': '12848262', 'indices': [236, 248]}]","Toronto, Ontario, Canada",can i fire i dont get vaccin can i ask employe get vaccin these question peopl around debat i ask expert vaccin workplac httpstcokeglirepwb covid19 torontostar
1746,Fri Jun 18 20:22:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.14017857142857146,0.5526785714285715,en,,,SaveTheWorldSa1,388,556,,,,,nan
1747,Fri Jun 18 20:22:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,en,60.0,22.0,KingOfWrong,4203,4410,,[],[],City of London,ani politician promot lockdown mask mandat amp vaccin solut covid19 full support un agenda 21 come one world govern new world order
1748,Fri Jun 18 20:22:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.25,0.25,en,279.0,254.0,Kenecia__,158,368,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]",,africa midst fullblown third wave moetitshidi said the sober trajectori surg case draw everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system httpstcocemrzeidyr
1749,Fri Jun 18 20:22:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.13333333333333333,0.4555555555555556,en,150.0,94.0,CatherineZhang,414,1232,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],,you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
1750,Fri Jun 18 20:22:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.09375,0.28125,en,254.0,64.0,nasawanakid,19,501,,"[{'text': 'COVID19', 'indices': [57, 65]}, {'text': 'AstraZeneca', 'indices': [169, 181]}, {'text': 'vuvale', 'indices': [201, 208]}, {'text': 'TeamFiji', 'indices': [251, 260]}, {'text': 'TogetherWeCan', 'indices': [261, 275]}]",[],Savusavu  Fiji,tonight reach 200000 mark anoth 20000 covid19 vaccin touch nadi these form part 1 million commit safe amp effect made astrazeneca vaccin vuval vinaka help make happen teamfiji togetherwecan httpstcotowwbologb
1751,Fri Jun 18 20:22:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.7,0.6000000000000001,en,61.0,23.0,jacoslapbass,213,1333,,[],[],,ani politician promot lockdown mask mandat amp vaccin solut covid19 full support un agenda 21 come one world govern new world order
1752,Fri Jun 18 20:23:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.7,0.6000000000000001,en,135.0,119.0,SfpLouise,2838,5005,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],"South West, England",africa midst full blown third wave the sober trajectori surg case rous everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system
1753,Fri Jun 18 20:23:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.3909090909090909,0.6886363636363637,en,393.0,191.0,AlisonCarrick1,954,1450,,[],[],European Union,dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
